Titre,URI de la circulaire,Identifiant unique de la circulaire,Type de document,Autres Références,Référence,Statut du texte,Lien vers le texte,Lien vers les annexes,Télécharger le document,Lien vers les annexes,Date de signature,Nature,Code SIAF,Date de signature ou de publication,Services administratifs concernés,Producteur(s),Date de modification,Date d'abrogation,Texte abrogatoire,Domaine archivistique,Contexte historique,Domaines (mots matières),Typologie documentaire,Domaines d'action,Modifie le(s) texte(s) suivant(s),Modifié par les textes suivants,Abroge le(s) texte(s) suivant(s)
Modalités de délivrance du visa d'élimination des documents papier transférés sur support numérique ou micrographique,https://francearchives.gouv.fr/circulaire/DITN_DPACI_RES_2005_001,DITN_DPACI_RES_2005_001,,,,en vigueur (partiellement abrogée / modifiée),,,https://francearchives.gouv.fr/file/0a619ae1fbd065eb372b217499a4bf5cbec7a379/static_890.pdf,,,Instruction,DITN/DPACI/RES/2005/001,14/01/2005,,,01/03/2014,,,Ensemble des domaines,,administration,,,,http://www.archivesdefrance.culture.gouv.fr/gerer/records-management-et-collecte/chrono-circulaires/administration/vademecum-numerisation-2014-03/,
Archivage des documents produits par les administrations des parcs naturels régionaux,https://francearchives.gouv.fr/circulaire/DPACI_RES_2005_002,DPACI_RES_2005_002,,,,en vigueur,,,https://francearchives.gouv.fr/file/fda8a801d0f0e18f97af4ea61f51ec806e767846/static_891.pdf,,,Instruction,DPACI/RES/2005/002,20/01/2005,Parc naturel régional,PNR,,,,Circulaire de tri,,environnement; équipement,,,,,
"Tri et conservation des archives des services concourant à l'éducation nationale (rectorats, inspections académiques, établissements d'enseignement supérieur, secondaire, primaire, collectivités territoriales, centres de formation et d'apprentissage)",https://francearchives.gouv.fr/circulaire/DPACI_RES_2005_003,DPACI_RES_2005_003,"Instruction du ministre de l'éducation nationale [bulletin officiel de l'éducation nationale n°24, p.6]",MENA 0501142 J,,en vigueur,,,https://francearchives.gouv.fr/file/9c9646718ba80c848f5029724ac465e1b76adea6/static_892.pdf,,16/06/2005,Instruction,DPACI/RES/2005/003,22/02/2005,"France. Rectorat (ressort) ; Département. Inspection académique ; Établissement d'enseignement supérieur nom (commune, département) ; École maternelle Nom (commune, département) ; École primaire Nom (commune, département) ; Établissement d'enseignement spécialisé Nom (commune, département) ;",,,,,Circulaire de tri,,enseignement,,,AD_82_4; AD_88_8; AD_95_1; ARRETE_1985_09_25,,AD_18460_8400; AD_70_1058; AD_70_5; AD_75_1; AD_86_157
"Recommandations relatives à la gravure, à la conservation et à l'évaluation des CD-R",https://francearchives.gouv.fr/circulaire/DITN_RES_2005_004,DITN_RES_2005_004,,DITN/RES/2005/004,,caduc,,,https://francearchives.gouv.fr/file/d2c4a78576e32a8109c0f97adf07b6fcff47920c/DITN_RES_2005_004.pdf,,,,,29/03/2005,,,,,,Archivage numérique,,,,,,,
Description des collections sigillographiques,https://francearchives.gouv.fr/circulaire/DITN_RES_2005_003,DITN_RES_2005_003,,,,en vigueur,,,https://francearchives.gouv.fr/file/02e7405d9cbac51397c10fdea37a326dbfc3dc64/Note_DITN_RES_2005_003.pdf,,,Note,DITN/RES/2005/003,29/03/2005,,,,,,Description archivistique,,,,,,,
Durée d'utilité administrative des archives du service public de l'équarrissage,https://francearchives.gouv.fr/circulaire/DPACI_RES_2005_005,DPACI_RES_2005_005,,,,abrogée,,,https://francearchives.gouv.fr/file/939efcb09136f68bdddbd5e94bdaa03e69f9b04b/static_893.pdf,,,Instruction,DPACI/RES/2005/005,05/04/2005,Service public chargé de l'équarrissage Dénomination,,,31/12/2008,DPACI_RES_2008_018|,Circulaire de tri,,agriculture; santé,,contrôle sanitaire,,,
Tri et conservation des archives produites et reçues par les écoles paramédicales,https://francearchives.gouv.fr/circulaire/DPACI_RES_2005_007,DPACI_RES_2005_007,,,,en vigueur,,,https://francearchives.gouv.fr/file/b7dc9d663ac7ecc95d62dda074e9b87c21e48e1f/static_895.pdf,,,Instruction,DPACI/RES/2005/007,28/04/2005,"École paramédicale (commune, département)",,,,,Circulaire de tri,,santé; enseignement,,,AD_94_6,,
Archivage des documents produits par les services régionaux et les bureaux départementaux du Service social d'aide aux émigrants,https://francearchives.gouv.fr/circulaire/DPACI_RES_2005_008,DPACI_RES_2005_008,,,,caduc,,,https://francearchives.gouv.fr/file/204ded316120dce906414f85389d9e342abee7d9/static_896.pdf,,,Instruction,DPACI/RES/2005/008,17/05/2005,"Service social d'aide aux émigrants (France). Bureau départemental (commune, département) ;",,,,,Circulaire de tri,,population; protection sociale; police administrative,,,,,
Versement des archives des succursales de la Banque de France,https://francearchives.gouv.fr/circulaire/DPACI_RES_2005_010,DPACI_RES_2005_010,,,,ponctuel,,,https://francearchives.gouv.fr/file/09c75c6e5ca2a9575bdddd6bdd48be58051825ff/static_897.pdf,,,Instruction,DPACI/RES/2005/010,23/05/2005,"Banque de France. Succursale (commune, chef-lieu de département)",,,,,Circulaire de tri,,finances publiques; économie,,,,,
Normalisation de la description archivistique,https://francearchives.gouv.fr/circulaire/DITN_RES_2005_005,DITN_RES_2005_005,,,,en vigueur,,,https://francearchives.gouv.fr/file/5e11b7210ad12e595cddef50d7b07edefd85ed5a/Circulaire_DITN_RES_2005_005.pdf,https://francearchives.gouv.fr/file/912cd66aca73e8bde20df08a2426bc347b49ab58/DITN_RES_2005_005_annexe.pdf,,Circulaire,DITN/RES/2005/005,13/06/2005,,,,,,Description archivistique,,,,,,,
Suivi et préservation des archives des fédérations départementales du Parti communiste français ,https://francearchives.gouv.fr/circulaire/DPACI_RES_2005_012,DPACI_RES_2005_012,,,,en vigueur,,,https://francearchives.gouv.fr/file/eba840274c0cb67e7a1a9bd69a557b40313d1110/DPACI-RES-2005-012.pdf,,,Instruction,DPACI/RES/2005/012,01/07/2005,Parti communiste français. Fédération (département),PCF,,,,Préparation de la collecte,,,,,,,
Suivi des questions soulevées par la décentralisation de certaines compétences,https://francearchives.gouv.fr/circulaire/DPACI_RES_2005_014,DPACI_RES_2005_014,,,,ponctuel,,,https://francearchives.gouv.fr/file/b75cd0d8ae1c34e4b043d51bc985b87e866fa98d/static_2314.pdf,,,Instruction,DPACI/RES/2005/014,29/07/2005,,,,,,Ensemble des domaines,,administration,,,,,
Recensement des tableaux de gestion réalisés en 2003 par les services d'archives départementales,https://francearchives.gouv.fr/circulaire/DPACI_RES_2005_016,DPACI_RES_2005_016,,,,ponctuel,,,https://francearchives.gouv.fr/file/901c3c185a33aa3c758b43f218c79821900ef8e8/static_900.pdf,,,Instruction,DPACI/RES/2005/016,21/09/2005,Département. Archives départementales,,,,,Ensemble des domaines,,culture,,,,,
Modalités de gestion des passeports des bovins morts et abattus,https://francearchives.gouv.fr/circulaire/DPACI_RES_2005_018,DPACI_RES_2005_018,,,,abrogée,,,https://francearchives.gouv.fr/file/cc33fad5f4498b511bf6ed690fc8fcd26021770b/static_2241.pdf,,,Instruction,DPACI/RES/2005/018,27/09/2005,"Département. Direction départementale des services vétérinaires
Services de contrôle sanitairevétérinaire et phytosanitaire
Laboratoire public d'analyses Dénomination (commune, département)",DDSV,13/10/2008,,,Circulaire de tri,,agriculture; santé,,contrôle sanitaire,,DPACI_RES_2008_015,
Publication électronique des instruments de recherche,https://francearchives.gouv.fr/circulaire/DITN_RES_2005_006,DITN_RES_2005_006,,,,caduc,,,https://francearchives.gouv.fr/file/a64cb5a27f5891080407b3c7e26ab763d9a47dab/Instruction%20_DITN_RES_2005_006.pdf,,,Instruction,DITN/RES/2005/006,30/09/2005,,,,,,Description archivistique,,,,,,,
Traitement des archives constituées par les chambres de commerce et d'industrie et leurs services gérés ou concédés,https://francearchives.gouv.fr/circulaire/DPACI_RES_2005_017,DPACI_RES_2005_017,,,,en vigueur,,,https://francearchives.gouv.fr/file/9d652e14d582410417ca2f2159f3341d59089cbe/static_1716.pdf,,,Instruction,DPACI/RES/2005/017,26/12/2005,Chambre de commerce et d'industrie (département),CCI,,,,Circulaire de tri,,économie,,,AD_5935_2847,,
Archivage des documents produits par les services départementaux d'incendie et de secours,https://francearchives.gouv.fr/circulaire/DPACI_RES_2005_019,DPACI_RES_2005_019,,,MCCM579103C,en vigueur,,,https://francearchives.gouv.fr/file/ad40e422c1c258796a74429d394b41183ccf236f/static_1949.pdf,,,Instruction,DPACI/RES/2005/019,31/12/2005,Département. Service départemental d'incendie et de secours,SDIS,,,,Circulaire de tri,,administration; protection civile,,,,,
"Reversement des registres matricules des classes 1933, 1934 et 1935 aux archives départementales",https://francearchives.gouv.fr/circulaire/DPACI_RES_2006_001,DPACI_RES_2006_001,,,,ponctuel,,,https://francearchives.gouv.fr/file/fffa75c90c5f4bdb075a1418a718073b24e40a88/static_873.pdf,,,Instruction,DPACI/RES/2006/001,08/01/2006,"France. Centre du service national
France. Bureau du service national (commune, département)",,,,,Circulaire de tri,,armée,registre matricule,,,,
Standard d'échange de données pour l'archivage,https://francearchives.gouv.fr/circulaire/DITN_RES_2006_001,DITN_RES_2006_001,,,,en vigueur (partiellement abrogée / modifiée),,,https://francearchives.gouv.fr/file/1c383b2e479374184df21288e0b5ce93a69c0864/DITN_RES_2006_001.pdf,,,Instruction,DITN/RES/2006/001,08/03/2006,,,15/02/2010,,,Archivage numérique,,,,,,DGP_SIAF_2010_002,
Etude statistique des demandes de dérogation aux règles de communicabilité des archives publiques formulées en 2005,https://francearchives.gouv.fr/circulaire/DPACI_RES_2006_005,DPACI_RES_2006_005,,,,ponctuel,,https://francearchives.fr/fr/article/38082,https://francearchives.gouv.fr/file/223b16f5d143834c679e6695d300da3767e27c21/DPACI_RES_2006_005.pdf,,,Note d'information,DPACI/RES/2006/005,24/04/2006,,,,,,Communicabilité,,culture,,,,,
Étude sur les fonctionnalités de description documentaire offertes par les logiciels de gestion des archives.,https://francearchives.gouv.fr/circulaire/DITN_RES_2006_004,DITN_RES_2006_004,,,,ponctuel,,,https://francearchives.gouv.fr/file/9771af79f320eeefc1ec8fbc283c3603b64368ce/Note_DITN_RES_2006_004.pdf,,,Note d'information,DITN/RES/2006/004,26/06/2006,,,,,,Description archivistique,,,,,,,
"Traitement et conservation des documents détenus par les services du Domaine, dans le cadre du transfert du Domaine à la Direction générale de la comptabilité publique",https://francearchives.gouv.fr/circulaire/DPACI_RES_2006_006,DPACI_RES_2006_006,,,,en vigueur,,,https://francearchives.gouv.fr/file/953ddde57c41dbd3f5403c0204e4e7f6bf8d5bf7/static_881.pdf,,,Instruction,DPACI/RES/2006/006,24/07/2006,France. Direction générale des Impôts (Service du domaine)France. Direction générale de la comptabilité publique (Service du domaine),DGIDGCP,,,,Circulaire de tri,,finances publiques,,,,,
Versement du cadastre napoléonien,https://francearchives.gouv.fr/circulaire/DAF_2006_08_04,DAF_2006_08_04,,,,ponctuel,,,,,,Message au réseau,sans référence,04/08/2006,France. Direction générale des Impôts (Service du cadastre),DGI,,,,Circulaire de tri,,finances publiques; cadastre,,,,,
Contrôle scientifique et technique sur les archives des universités ,https://francearchives.gouv.fr/circulaire/DPACI_RES_2006_008,DPACI_RES_2006_008,,,,en vigueur,,,https://francearchives.gouv.fr/file/2986cd9c1b4425a7ecc46d8f533a4dcb4f6378ac/static_885.pdf,,,Instruction ,DPACI/RES/2006/008,12/09/2006,Université nom (chef-lieu de département),,,,,Circulaire de tri,,enseignement,,,,,
Recensement des tableaux de gestion réalisés en 2004 par les services départementaux d'archives,https://francearchives.gouv.fr/circulaire/DPACI_RES_2006_009,DPACI_RES_2006_009,,,,ponctuel,,,https://francearchives.gouv.fr/file/38eb4ee4e544ba4093f37723d649b9ac99a793e9/static_886.pdf,,,Instruction,DPACI/RES/2006/009,15/09/2006,Département. Archives départementales,,,,,Ensemble des domaines,,culture,,,,,
Traitement et conservation des archives de la politique de la ville,https://francearchives.gouv.fr/circulaire/DPACI_RES_2006_011,DPACI_RES_2006_011,,,,en vigueur,,,https://francearchives.gouv.fr/file/884dbeee8786bdb65f7ebc83e7dad2a2f3384f7d/static_781.pdf,,,Instruction,DPACI/RES/2006/011,18/09/2006,,,,,,Circulaire de tri,,aménagement du territoire,,,,,
Tri et de conservation relative aux archives produites et reçues par les services départementaux de l'architecture et du patrimoine,https://francearchives.gouv.fr/circulaire/DPACI_RES_2006_013,DPACI_RES_2006_013,Instruction du ministre de la culture,DAG/SDAFG/CDJA 2006-9,,en vigueur,,,https://francearchives.gouv.fr/file/50aac468df901278b710ff49de8f36ee848c897b/static_888.pdf,,27/09/2006,Instruction,DPACI/RES/2006/013,27/09/2006,Département. Service départemental de l'architecture et du patrimoine,SDAP,,,,Circulaire de tri,,culture,,,,,
"Reversement aux Archives départementales des registres matricules du recrutement militaire, classe 1936 ",https://francearchives.gouv.fr/circulaire/DPACI_RES_2006_010,DPACI_RES_2006_010,,,,ponctuel,,,https://francearchives.gouv.fr/file/171fefc0c1ed8cc7e6f9453801e14b1ed9ce1404/static_887.pdf,,,Instruction,DPACI/RES/2006/010,27/09/2006,"France. Centre du service national
France. Bureau du service national (commune, département)",,,,,Circulaire de tri,,armée,registre matricule,,,,
"Traitement, versement et conservation des comptes de gestion des collectivités locales par les comptables supérieurs du Trésor ou les chambres régionales des comptes",https://francearchives.gouv.fr/circulaire/DPACI_RES_2006_012,DPACI_RES_2006_012,,,,abrogée,,,https://francearchives.gouv.fr/file/10d3bcb743e14b861f406e71871c33f27030d780/static_889.pdf,,,Circulaire,DPACI/RES/2006/012,12/10/2006,"Commune (département)
Département. Conseil général
Région. Conseil régional
Établissement public intercommunal Dénomination (commune, département)",,,12/10/2010,DGP_SIAF_2010_018|,Circulaire de tri,,finances publiques; collectivité locale,compte de gestion,,AD_94_4,,AD_91_6
Conservation et archivage des enquêtes de la statistique agricole ,https://francearchives.gouv.fr/circulaire/DPACI_RES_2006_014,DPACI_RES_2006_014,,,,en vigueur,,,https://francearchives.gouv.fr/file/1abc3b99b50084022e13731c35361dbc0bd543e7/static_827.pdf,,,Instruction,DPACI/RES/2006/014,18/10/2006,Département. Service départemental des statistiques agricoles,,,,,Circulaire de tri,,agriculture,statistique,recensement,,,DPACI_RES_2004_004
 Hôpitaux. Conservation du dossier médical,https://francearchives.gouv.fr/circulaire/DPACI_RES_2007_001,DPACI_RES_2007_001,,,,en vigueur,,,https://francearchives.gouv.fr/file/971748b74bc04da74a10d56a584b3a0386221e8c/static_872.pdf,,,Instruction,DPACI/RES/2007/001,03/01/2007,"Établissement public de santé Dénomination (commune, département)",,,,,Circulaire de tri,,santé,dossier médical,,,,
Traitement et conservation des archives des délégations du Centre national de la recherche scientifique (CNRS) et des archives des unités de recherche et de service,https://francearchives.gouv.fr/circulaire/DPACI_RES_2007_002,DPACI_RES_2007_002,,,,en vigueur,,,https://francearchives.gouv.fr/file/f4b709862fb6a7048925ed9ba24cb3181bab6c6a/static_871.pdf,,,Instruction,DPACI/RES/2007/002,15/01/2007,Centre national de la recherche scientifique (France). Délégation régionale (ressort),CNRS,,,,Circulaire de tri,,recherche scientifique; enseignement,,,,,
Tri et conservation des archives des Haras nationaux,https://francearchives.gouv.fr/circulaire/DPACI_RES_2007_003,DPACI_RES_2007_003,,,,en vigueur,,,https://francearchives.gouv.fr/file/22f8db5470cdf3f30792fe5d0b1a3c8328b18227/static_1875.pdf,,,Instruction,DPACI/RES/2007/003,16/01/2007,Haras nationaux (France),,,,,Circulaire de tri,,agriculture,,,,,
Durée d'utilité administrative du registre de suivi des corps prévu à l'article R.1112-76-1 du Code de la santé publique,https://francearchives.gouv.fr/circulaire/DPACI_RES_2007_006,DPACI_RES_2007_006,Arrêté,sans référence,,en vigueur,,,https://francearchives.gouv.fr/file/d6134a63432389341d4f9ea7443d2124b3dd983d/static_1876.pdf,,05/01/2007,Instruction,DPACI/RES/2007/006,30/01/2007,"Établissement public de santé Dénomination (commune, département)",,,,,Circulaire de tri,,santé,,,,,
"Règles de base pour la construction, l'extension ou le ré-aménagement d'un bâtiment d'archives",https://francearchives.gouv.fr/circulaire/DITN_RES_2007_001,DITN_RES_2007_001,,,,caduc,,,https://francearchives.gouv.fr/file/ad36ad7c804526c87f3e27b04bec9fb5a34109a7/DITN_RES_2007001.pdf,,,Instruction,DITN/RES/2007/001,31/01/2007,,,,,,Bâtiment d'archives,,,,,,DITN/RES/2009/013,
Durée d'utilité administrative particulière à certains dossiers individuels médicaux constitués par la médecine du travail,https://francearchives.gouv.fr/circulaire/DPACI_RES_2007_008,DPACI_RES_2007_008,,,,en vigueur,,,https://francearchives.gouv.fr/file/09a7672bba8004eeb459109f77c0dd5dbfd32ce2/static_832.pdf,,,Instruction,DPACI/RES/2007/008,22/03/2007,Médecine du travail.,,03/01/2007,,,Circulaire de tri,,santé; emploi,dossier médical,,,DPACI_RES_2007_001,
"Versement de la documentation cadastrale, phase 2 : plans minutes de conservation",https://francearchives.gouv.fr/circulaire/DPACI__RES_2007_009,DPACI__RES_2007_009,,,,en vigueur,,,https://francearchives.gouv.fr/file/d97f93c8b1a1d281808894e45d0bc9345ba4f08e/static_866.pdf,,,Instruction,DPACI/ RES/2007/009,20/04/2007,France. Direction générale des Impôts (Service du cadastre),DGI,,,,Circulaire de tri,,finances publiques; cadastre,plan cadastral,,,,
Profils du standard d'échange de données pour l'archivage des données numériques de l'aide sociale à l'enfance (ASE) et de l'allocation personnalisée d'autonomie (APA),https://francearchives.gouv.fr/circulaire/DITN_RES_2007_003,DITN_RES_2007_003,,,,en vigueur,,,https://francearchives.gouv.fr/file/139a23287fd1b0671880cd0884c67799e738af28/static_865.pdf,,,Instruction,DITN/RES/2007/003,15/05/2007,Département. Service départemental de l'aide sociale à l'enfance,ASE,,,,Circulaire de tri,,protection sociale,,,,,
